,group_10yr,population,sex,year,zip
17055,30 to 39,232,Female,2035,92136
17056,40 to 49,107,Female,2035,92136
17057,50 to 59,105,Female,2035,92136
17058,60 to 69,40,Female,2035,92136
17059,70 to 79,41,Female,2035,92136
17060,80+,20,Female,2035,92136
17061,Total Population,2130,Female,2035,92136
17062,Under 10,101,Male,2035,92136
17063,10 to 19,618,Male,2035,92136
17064,20 to 29,6343,Male,2035,92136
17065,30 to 39,1327,Male,2035,92136
17066,40 to 49,398,Male,2035,92136
17067,50 to 59,85,Male,2035,92136
17068,60 to 69,77,Male,2035,92136
17069,70 to 79,14,Male,2035,92136
17070,80+,19,Male,2035,92136
17071,Total Population,8982,Male,2035,92136
17072,Total Population,11112,Total,2035,92136
17073,Under 10,113,Female,2040,92136
17074,10 to 19,241,Female,2040,92136
17075,20 to 29,1222,Female,2040,92136
17076,30 to 39,234,Female,2040,92136
17077,40 to 49,101,Female,2040,92136
17078,50 to 59,108,Female,2040,92136
17079,60 to 69,42,Female,2040,92136
17080,70 to 79,41,Female,2040,92136
17081,80+,16,Female,2040,92136
17082,Total Population,2118,Female,2040,92136
17083,Under 10,89,Male,2040,92136
17084,10 to 19,644,Male,2040,92136
17085,20 to 29,6328,Male,2040,92136
17086,30 to 39,1312,Male,2040,92136
17087,40 to 49,419,Male,2040,92136
17088,50 to 59,102,Male,2040,92136
17089,60 to 69,53,Male,2040,92136
17090,70 to 79,21,Male,2040,92136
17091,80+,26,Male,2040,92136
17092,Total Population,8994,Male,2040,92136
17093,Total Population,11112,Total,2040,92136
17094,Under 10,116,Female,2045,92136
17095,10 to 19,261,Female,2045,92136
17096,20 to 29,1207,Female,2045,92136
17097,30 to 39,224,Female,2045,92136
17098,40 to 49,111,Female,2045,92136
17099,50 to 59,85,Female,2045,92136
17100,60 to 69,46,Female,2045,92136
17101,70 to 79,51,Female,2045,92136
17102,80+,12,Female,2045,92136
17103,Total Population,2113,Female,2045,92136
17104,Under 10,75,Male,2045,92136
17105,10 to 19,660,Male,2045,92136
17106,20 to 29,6341,Male,2045,92136
17107,30 to 39,1304,Male,2045,92136
17108,40 to 49,431,Male,2045,92136
17109,50 to 59,94,Male,2045,92136
17110,60 to 69,62,Male,2045,92136
17111,70 to 79,17,Male,2045,92136
17112,80+,15,Male,2045,92136
17113,Total Population,8999,Male,2045,92136
17114,Total Population,11112,Total,2045,92136
17115,Under 10,117,Female,2050,92136
17116,10 to 19,260,Female,2050,92136
17117,20 to 29,1210,Female,2050,92136
17118,30 to 39,220,Female,2050,92136
17119,40 to 49,113,Female,2050,92136
17120,50 to 59,88,Female,2050,92136
17121,60 to 69,46,Female,2050,92136
17122,70 to 79,51,Female,2050,92136
17123,80+,11,Female,2050,92136
17124,Total Population,2116,Female,2050,92136
17125,Under 10,77,Male,2050,92136
17126,10 to 19,654,Male,2050,92136
17127,20 to 29,6345,Male,2050,92136
17128,30 to 39,1299,Male,2050,92136
17129,40 to 49,433,Male,2050,92136
17130,50 to 59,96,Male,2050,92136
17131,60 to 69,56,Male,2050,92136
17132,70 to 79,20,Male,2050,92136
17133,80+,16,Male,2050,92136
17134,Total Population,8996,Male,2050,92136
17135,Total Population,11112,Total,2050,92136
17136,Under 10,2393,Female,2012,92139
17137,10 to 19,2484,Female,2012,92139
17138,20 to 29,2843,Female,2012,92139
17139,30 to 39,2380,Female,2012,92139
17140,40 to 49,2295,Female,2012,92139
17141,50 to 59,2468,Female,2012,92139
17142,60 to 69,1746,Female,2012,92139
17143,70 to 79,958,Female,2012,92139
17144,80+,690,Female,2012,92139
17145,Total Population,18257,Female,2012,92139
17146,Under 10,2602,Male,2012,92139
17147,10 to 19,2667,Male,2012,92139
17148,20 to 29,2814,Male,2012,92139
17149,30 to 39,2280,Male,2012,92139
17150,40 to 49,2143,Male,2012,92139
17151,50 to 59,2042,Male,2012,92139
17152,60 to 69,1392,Male,2012,92139
17153,70 to 79,716,Male,2012,92139
17154,80+,404,Male,2012,92139
17155,Total Population,17060,Male,2012,92139
17156,Total Population,35317,Total,2012,92139
17157,Under 10,2713,Female,2020,92139
17158,10 to 19,2213,Female,2020,92139
17159,20 to 29,2893,Female,2020,92139
17160,30 to 39,2536,Female,2020,92139
17161,40 to 49,2237,Female,2020,92139
17162,50 to 59,2594,Female,2020,92139
17163,60 to 69,2395,Female,2020,92139
17164,70 to 79,1328,Female,2020,92139
17165,80+,844,Female,2020,92139
17166,Total Population,19753,Female,2020,92139
17167,Under 10,2951,Male,2020,92139
17168,10 to 19,2332,Male,2020,92139
17169,20 to 29,2983,Male,2020,92139
17170,30 to 39,2408,Male,2020,92139
17171,40 to 49,2021,Male,2020,92139
17172,50 to 59,2237,Male,2020,92139
17173,60 to 69,1958,Male,2020,92139
17174,70 to 79,1037,Male,2020,92139
17175,80+,459,Male,2020,92139
17176,Total Population,18386,Male,2020,92139
17177,Total Population,38139,Total,2020,92139
17178,Under 10,2769,Female,2025,92139
17179,10 to 19,2196,Female,2025,92139
17180,20 to 29,2629,Female,2025,92139
17181,30 to 39,2678,Female,2025,92139
17182,40 to 49,2301,Female,2025,92139
17183,50 to 59,2596,Female,2025,92139
17184,60 to 69,2581,Female,2025,92139
17185,70 to 79,1654,Female,2025,92139
17186,80+,945,Female,2025,92139
17187,Total Population,20349,Female,2025,92139
17188,Under 10,2972,Male,2025,92139
17189,10 to 19,2324,Male,2025,92139
17190,20 to 29,2780,Male,2025,92139
17191,30 to 39,2516,Male,2025,92139
17192,40 to 49,2055,Male,2025,92139
17193,50 to 59,2155,Male,2025,92139
17194,60 to 69,2166,Male,2025,92139
17195,70 to 79,1331,Male,2025,92139
17196,80+,526,Male,2025,92139
17197,Total Population,18825,Male,2025,92139
17198,Total Population,39174,Total,2025,92139
17199,Under 10,2672,Female,2030,92139
17200,10 to 19,2304,Female,2030,92139
17201,20 to 29,2533,Female,2030,92139
17202,30 to 39,2684,Female,2030,92139
17203,40 to 49,2430,Female,2030,92139
17204,50 to 59,2584,Female,2030,92139
17205,60 to 69,2609,Female,2030,92139
17206,70 to 79,1933,Female,2030,92139
17207,80+,1166,Female,2030,92139
17208,Total Population,20915,Female,2030,92139
17209,Under 10,2892,Male,2030,92139
17210,10 to 19,2409,Male,2030,92139
17211,20 to 29,2605,Male,2030,92139
17212,30 to 39,2629,Male,2030,92139
17213,40 to 49,2110,Male,2030,92139
17214,50 to 59,2082,Male,2030,92139
17215,60 to 69,2224,Male,2030,92139
17216,70 to 79,1558,Male,2030,92139
17217,80+,675,Male,2030,92139
17218,Total Population,19184,Male,2030,92139
17219,Total Population,40099,Total,2030,92139
17220,Under 10,2567,Female,2035,92139
17221,10 to 19,2345,Female,2035,92139
17222,20 to 29,2528,Female,2035,92139
17223,30 to 39,2495,Female,2035,92139
17224,40 to 49,2578,Female,2035,92139
17225,50 to 59,2670,Female,2035,92139
17226,60 to 69,2631,Female,2035,92139
17227,70 to 79,2077,Female,2035,92139
17228,80+,1439,Female,2035,92139
17229,Total Population,21330,Female,2035,92139
17230,Under 10,2767,Male,2035,92139
17231,10 to 19,2439,Male,2035,92139
17232,20 to 29,2566,Male,2035,92139
17233,30 to 39,2521,Male,2035,92139
17234,40 to 49,2253,Male,2035,92139
17235,50 to 59,2145,Male,2035,92139
17236,60 to 69,2153,Male,2035,92139
17237,70 to 79,1704,Male,2035,92139
17238,80+,853,Male,2035,92139
17239,Total Population,19401,Male,2035,92139
17240,Total Population,40731,Total,2035,92139
17241,Under 10,2431,Female,2040,92139
17242,10 to 19,2304,Female,2040,92139
17243,20 to 29,2535,Female,2040,92139
17244,30 to 39,2363,Female,2040,92139
17245,40 to 49,2528,Female,2040,92139
17246,50 to 59,2787,Female,2040,92139
17247,60 to 69,2606,Female,2040,92139
17248,70 to 79,2072,Female,2040,92139
17249,80+,1691,Female,2040,92139
17250,Total Population,21317,Female,2040,92139
17251,Under 10,2648,Male,2040,92139
17252,10 to 19,2396,Male,2040,92139
17253,20 to 29,2524,Male,2040,92139
17254,30 to 39,2401,Male,2040,92139
17255,40 to 49,2314,Male,2040,92139
17256,50 to 59,2205,Male,2040,92139
17257,60 to 69,2119,Male,2040,92139
17258,70 to 79,1707,Male,2040,92139
17259,80+,1018,Male,2040,92139
17260,Total Population,19332,Male,2040,92139
17261,Total Population,40649,Total,2040,92139
17262,Under 10,2388,Female,2045,92139
17263,10 to 19,2276,Female,2045,92139
17264,20 to 29,2500,Female,2045,92139
17265,30 to 39,2324,Female,2045,92139
17266,40 to 49,2321,Female,2045,92139
17267,50 to 59,2907,Female,2045,92139
17268,60 to 69,2704,Female,2045,92139
17269,70 to 79,2081,Female,2045,92139
17270,80+,1867,Female,2045,92139
17271,Total Population,21368,Female,2045,92139
17272,Under 10,2592,Male,2045,92139
17273,10 to 19,2346,Male,2045,92139
17274,20 to 29,2487,Male,2045,92139
17275,30 to 39,2313,Male,2045,92139
17276,40 to 49,2221,Male,2045,92139
17277,50 to 59,2338,Male,2045,92139
17278,60 to 69,2205,Male,2045,92139
17279,70 to 79,1668,Male,2045,92139
17280,80+,1131,Male,2045,92139
17281,Total Population,19301,Male,2045,92139
17282,Total Population,40669,Total,2045,92139
17283,Under 10,2355,Female,2050,92139
17284,10 to 19,2280,Female,2050,92139
17285,20 to 29,2429,Female,2050,92139
17286,30 to 39,2291,Female,2050,92139
17287,40 to 49,2234,Female,2050,92139
17288,50 to 59,2892,Female,2050,92139
17289,60 to 69,2862,Female,2050,92139
17290,70 to 79,2079,Female,2050,92139
17291,80+,1963,Female,2050,92139
17292,Total Population,21385,Female,2050,92139
17293,Under 10,2550,Male,2050,92139
17294,10 to 19,2342,Male,2050,92139
17295,20 to 29,2431,Male,2050,92139
17296,30 to 39,2292,Male,2050,92139
17297,40 to 49,2120,Male,2050,92139
17298,50 to 59,2438,Male,2050,92139
17299,60 to 69,2322,Male,2050,92139
17300,70 to 79,1647,Male,2050,92139
17301,80+,1184,Male,2050,92139
17302,Total Population,19326,Male,2050,92139
17303,Total Population,40711,Total,2050,92139
17304,Under 10,4,Female,2012,92140
17305,10 to 19,9,Female,2012,92140
17306,20 to 29,13,Female,2012,92140
17307,30 to 39,0,Female,2012,92140
17308,40 to 49,2,Female,2012,92140
17309,50 to 59,0,Female,2012,92140
17310,60 to 69,2,Female,2012,92140
17311,70 to 79,2,Female,2012,92140
17312,80+,0,Female,2012,92140
17313,Total Population,32,Female,2012,92140
17314,Under 10,6,Male,2012,92140
17315,10 to 19,1743,Male,2012,92140
17316,20 to 29,1647,Male,2012,92140
17317,30 to 39,1,Male,2012,92140
17318,40 to 49,2,Male,2012,92140
17319,50 to 59,4,Male,2012,92140
17320,60 to 69,0,Male,2012,92140
17321,70 to 79,0,Male,2012,92140
17322,80+,0,Male,2012,92140
17323,Total Population,3403,Male,2012,92140
17324,Total Population,3435,Total,2012,92140
17325,Under 10,4,Female,2020,92140
17326,10 to 19,9,Female,2020,92140
17327,20 to 29,13,Female,2020,92140
17328,30 to 39,0,Female,2020,92140
17329,40 to 49,2,Female,2020,92140
17330,50 to 59,0,Female,2020,92140
17331,60 to 69,2,Female,2020,92140
17332,70 to 79,2,Female,2020,92140
17333,80+,0,Female,2020,92140
17334,Total Population,32,Female,2020,92140
17335,Under 10,6,Male,2020,92140
17336,10 to 19,1742,Male,2020,92140
17337,20 to 29,1642,Male,2020,92140
17338,30 to 39,1,Male,2020,92140
17339,40 to 49,2,Male,2020,92140
17340,50 to 59,4,Male,2020,92140
17341,60 to 69,0,Male,2020,92140
17342,70 to 79,0,Male,2020,92140
17343,80+,0,Male,2020,92140
17344,Total Population,3397,Male,2020,92140
17345,Total Population,3429,Total,2020,92140
17346,Under 10,4,Female,2025,92140
17347,10 to 19,9,Female,2025,92140
17348,20 to 29,13,Female,2025,92140
17349,30 to 39,0,Female,2025,92140
17350,40 to 49,2,Female,2025,92140
17351,50 to 59,0,Female,2025,92140
17352,60 to 69,2,Female,2025,92140
17353,70 to 79,2,Female,2025,92140
17354,80+,0,Female,2025,92140
17355,Total Population,32,Female,2025,92140
17356,Under 10,6,Male,2025,92140
17357,10 to 19,1742,Male,2025,92140
17358,20 to 29,1641,Male,2025,92140
17359,30 to 39,1,Male,2025,92140
17360,40 to 49,2,Male,2025,92140
17361,50 to 59,4,Male,2025,92140
17362,60 to 69,0,Male,2025,92140
17363,70 to 79,0,Male,2025,92140
17364,80+,0,Male,2025,92140
17365,Total Population,3396,Male,2025,92140
17366,Total Population,3428,Total,2025,92140
17367,Under 10,4,Female,2030,92140
17368,10 to 19,9,Female,2030,92140
17369,20 to 29,13,Female,2030,92140
17370,30 to 39,0,Female,2030,92140
17371,40 to 49,2,Female,2030,92140
17372,50 to 59,0,Female,2030,92140
17373,60 to 69,2,Female,2030,92140
17374,70 to 79,2,Female,2030,92140
17375,80+,0,Female,2030,92140
17376,Total Population,32,Female,2030,92140
17377,Under 10,6,Male,2030,92140
17378,10 to 19,1742,Male,2030,92140
17379,20 to 29,1640,Male,2030,92140
17380,30 to 39,1,Male,2030,92140
17381,40 to 49,2,Male,2030,92140
17382,50 to 59,4,Male,2030,92140
17383,60 to 69,0,Male,2030,92140
17384,70 to 79,0,Male,2030,92140
17385,80+,0,Male,2030,92140
17386,Total Population,3395,Male,2030,92140
17387,Total Population,3427,Total,2030,92140
17388,Under 10,4,Female,2035,92140
17389,10 to 19,9,Female,2035,92140
17390,20 to 29,13,Female,2035,92140
17391,30 to 39,0,Female,2035,92140
17392,40 to 49,2,Female,2035,92140
17393,50 to 59,0,Female,2035,92140
17394,60 to 69,2,Female,2035,92140
17395,70 to 79,2,Female,2035,92140
17396,80+,0,Female,2035,92140
17397,Total Population,32,Female,2035,92140
17398,Under 10,6,Male,2035,92140
17399,10 to 19,1742,Male,2035,92140
17400,20 to 29,1640,Male,2035,92140
17401,30 to 39,1,Male,2035,92140
17402,40 to 49,2,Male,2035,92140
17403,50 to 59,4,Male,2035,92140
17404,60 to 69,0,Male,2035,92140
17405,70 to 79,0,Male,2035,92140
17406,80+,0,Male,2035,92140
17407,Total Population,3395,Male,2035,92140
17408,Total Population,3427,Total,2035,92140
17409,Under 10,4,Female,2040,92140
17410,10 to 19,9,Female,2040,92140
17411,20 to 29,13,Female,2040,92140
17412,30 to 39,0,Female,2040,92140
17413,40 to 49,2,Female,2040,92140
17414,50 to 59,0,Female,2040,92140
17415,60 to 69,2,Female,2040,92140
17416,70 to 79,2,Female,2040,92140
17417,80+,0,Female,2040,92140
17418,Total Population,32,Female,2040,92140
17419,Under 10,6,Male,2040,92140
17420,10 to 19,1742,Male,2040,92140
17421,20 to 29,1639,Male,2040,92140
17422,30 to 39,1,Male,2040,92140
17423,40 to 49,2,Male,2040,92140
17424,50 to 59,4,Male,2040,92140
17425,60 to 69,0,Male,2040,92140
17426,70 to 79,0,Male,2040,92140
17427,80+,0,Male,2040,92140
17428,Total Population,3394,Male,2040,92140
17429,Total Population,3426,Total,2040,92140
17430,Under 10,4,Female,2045,92140
17431,10 to 19,9,Female,2045,92140
17432,20 to 29,13,Female,2045,92140
17433,30 to 39,0,Female,2045,92140
17434,40 to 49,2,Female,2045,92140
17435,50 to 59,0,Female,2045,92140
17436,60 to 69,2,Female,2045,92140
17437,70 to 79,2,Female,2045,92140
17438,80+,0,Female,2045,92140
17439,Total Population,32,Female,2045,92140
17440,Under 10,6,Male,2045,92140
17441,10 to 19,1742,Male,2045,92140
17442,20 to 29,1639,Male,2045,92140
17443,30 to 39,1,Male,2045,92140
17444,40 to 49,2,Male,2045,92140
17445,50 to 59,4,Male,2045,92140
17446,60 to 69,0,Male,2045,92140
17447,70 to 79,0,Male,2045,92140
17448,80+,0,Male,2045,92140
17449,Total Population,3394,Male,2045,92140
17450,Total Population,3426,Total,2045,92140
17451,Under 10,4,Female,2050,92140
17452,10 to 19,9,Female,2050,92140
17453,20 to 29,13,Female,2050,92140
17454,30 to 39,0,Female,2050,92140
17455,40 to 49,2,Female,2050,92140
17456,50 to 59,0,Female,2050,92140
17457,60 to 69,2,Female,2050,92140
17458,70 to 79,2,Female,2050,92140
17459,80+,0,Female,2050,92140
17460,Total Population,32,Female,2050,92140
17461,Under 10,6,Male,2050,92140
17462,10 to 19,1742,Male,2050,92140
17463,20 to 29,1640,Male,2050,92140
17464,30 to 39,1,Male,2050,92140
17465,40 to 49,2,Male,2050,92140
17466,50 to 59,4,Male,2050,92140
17467,60 to 69,0,Male,2050,92140
17468,70 to 79,0,Male,2050,92140
17469,80+,0,Male,2050,92140
17470,Total Population,3395,Male,2050,92140
17471,Total Population,3427,Total,2050,92140
17472,Under 10,0,Female,2012,92145
17473,10 to 19,0,Female,2012,92145
17474,20 to 29,0,Female,2012,92145
17475,30 to 39,0,Female,2012,92145
17476,40 to 49,0,Female,2012,92145
17477,50 to 59,0,Female,2012,92145
17478,60 to 69,1,Female,2012,92145
17479,70 to 79,0,Female,2012,92145
17480,80+,0,Female,2012,92145
17481,Total Population,1,Female,2012,92145
17482,Under 10,1,Male,2012,92145
17483,10 to 19,0,Male,2012,92145
17484,20 to 29,0,Male,2012,92145
17485,30 to 39,0,Male,2012,92145
17486,40 to 49,0,Male,2012,92145
17487,50 to 59,0,Male,2012,92145
17488,60 to 69,0,Male,2012,92145
17489,70 to 79,0,Male,2012,92145
17490,80+,0,Male,2012,92145
17491,Total Population,1,Male,2012,92145
17492,Total Population,2,Total,2012,92145
17493,Under 10,86,Female,2020,92145
17494,10 to 19,66,Female,2020,92145
17495,20 to 29,45,Female,2020,92145
17496,30 to 39,50,Female,2020,92145
17497,40 to 49,105,Female,2020,92145
17498,50 to 59,83,Female,2020,92145
17499,60 to 69,56,Female,2020,92145
17500,70 to 79,18,Female,2020,92145
17501,80+,6,Female,2020,92145
17502,Total Population,515,Female,2020,92145
17503,Under 10,101,Male,2020,92145
17504,10 to 19,99,Male,2020,92145
17505,20 to 29,47,Male,2020,92145
17506,30 to 39,43,Male,2020,92145
17507,40 to 49,73,Male,2020,92145
17508,50 to 59,87,Male,2020,92145
17509,60 to 69,148,Male,2020,92145
17510,70 to 79,40,Male,2020,92145
17511,80+,10,Male,2020,92145
17512,Total Population,648,Male,2020,92145
17513,Total Population,1163,Total,2020,92145
17514,Under 10,76,Female,2025,92145
17515,10 to 19,85,Female,2025,92145
17516,20 to 29,48,Female,2025,92145
17517,30 to 39,35,Female,2025,92145
17518,40 to 49,89,Female,2025,92145
17519,50 to 59,91,Female,2025,92145
17520,60 to 69,52,Female,2025,92145
17521,70 to 79,21,Female,2025,92145
17522,80+,14,Female,2025,92145
17523,Total Population,511,Female,2025,92145
17524,Under 10,119,Male,2025,92145
17525,10 to 19,115,Male,2025,92145
17526,20 to 29,35,Male,2025,92145
17527,30 to 39,29,Male,2025,92145
17528,40 to 49,95,Male,2025,92145
17529,50 to 59,70,Male,2025,92145
17530,60 to 69,115,Male,2025,92145
17531,70 to 79,64,Male,2025,92145
17532,80+,14,Male,2025,92145
17533,Total Population,656,Male,2025,92145
17534,Total Population,1167,Total,2025,92145
17535,Under 10,85,Female,2030,92145
17536,10 to 19,105,Female,2030,92145
17537,20 to 29,45,Female,2030,92145
17538,30 to 39,38,Female,2030,92145
17539,40 to 49,85,Female,2030,92145
17540,50 to 59,97,Female,2030,92145
17541,60 to 69,52,Female,2030,92145
17542,70 to 79,13,Female,2030,92145
17543,80+,17,Female,2030,92145
17544,Total Population,537,Female,2030,92145
17545,Under 10,80,Male,2030,92145
17546,10 to 19,126,Male,2030,92145
17547,20 to 29,54,Male,2030,92145
17548,30 to 39,40,Male,2030,92145
17549,40 to 49,102,Male,2030,92145
17550,50 to 59,60,Male,2030,92145
17551,60 to 69,80,Male,2030,92145
17552,70 to 79,69,Male,2030,92145
17553,80+,26,Male,2030,92145
17554,Total Population,637,Male,2030,92145
17555,Total Population,1174,Total,2030,92145
17556,Under 10,104,Female,2035,92145
17557,10 to 19,111,Female,2035,92145
17558,20 to 29,50,Female,2035,92145
17559,30 to 39,42,Female,2035,92145
17560,40 to 49,53,Female,2035,92145
17561,50 to 59,124,Female,2035,92145
17562,60 to 69,38,Female,2035,92145
17563,70 to 79,31,Female,2035,92145
17564,80+,16,Female,2035,92145
17565,Total Population,569,Female,2035,92145
17566,Under 10,90,Male,2035,92145
17567,10 to 19,96,Male,2035,92145
17568,20 to 29,37,Male,2035,92145
17569,30 to 39,52,Male,2035,92145
17570,40 to 49,107,Male,2035,92145
17571,50 to 59,75,Male,2035,92145
17572,60 to 69,68,Male,2035,92145
17573,70 to 79,45,Male,2035,92145
17574,80+,33,Male,2035,92145
17575,Total Population,603,Male,2035,92145
17576,Total Population,1172,Total,2035,92145
17577,Under 10,112,Female,2040,92145
17578,10 to 19,117,Female,2040,92145
17579,20 to 29,35,Female,2040,92145
17580,30 to 39,52,Female,2040,92145
17581,40 to 49,51,Female,2040,92145
17582,50 to 59,97,Female,2040,92145
17583,60 to 69,74,Female,2040,92145
17584,70 to 79,32,Female,2040,92145
17585,80+,12,Female,2040,92145
17586,Total Population,582,Female,2040,92145
